gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,0,0,1.125056875803025,1,1,0.8354952811645946,1.3989945848483014,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0,1,0,1.6137012404433893,0,0,-0.7531826509942192,0.3009699443607145,0,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0,0,1,1,-0.5851984004382496,1,1,-0.34438058895335305,-0.5836001531655295,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
0,0,0,0,-0.9516816739185228,1,0,0.9850570111795457,-0.6276543824228467,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,-1.1960038562387048,1,1,0.3502505571160864,-0.8981786755537842,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
1,0,1,0,0.5956921474426305,1,1,0.46989994112804756,0.6046727857154902,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,0,0,-0.055833672077855064,1,0,0.47987072312904416,0.09589827927507515,0,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,0,1,1,0.7178532386027215,1,0,-1.4827115340671475,-0.5951597005520263,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,0,0,-0.9109613101984924,1,1,0.5014740841312035,-0.614374139051337,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,-1.2774445836787656,1,0,-0.5221928679711283,-0.9842355350093648,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0,1,1,0.7992939660427822,1,1,-1.4744025490663168,-0.5246773457813058,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
1,1,1,1,1.2879383306831464,1,1,1.5567151792366918,2.126231300770546,0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,1,1,1.2064976032430856,1,1,-1.3464441800535252,-0.37733723701334276,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,1,-1.1960038562387048,1,1,-0.00869759491979612,-0.9276069889384918,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,1,0,0,0.9621754209229036,1,0,1.5201556452330371,1.7028959680475018,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
0,0,0,0,0.5549717837226001,1,0,-0.3028356639492,0.18045504479500368,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
0,0,1,1,-0.9924020376385531,1,0,-0.33607160395252245,-0.7931059194433173,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1,0,0,-0.0965540357978854,1,1,0.3319707901142591,-0.07436238242145694,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,0.5142514200025698,1,1,-1.2916048790480432,-0.4691076895473638,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0,0,1,-1.2774445836787656,1,1,0.48485611412954227,-0.9708670508181109,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,1,-0.8702409464784621,0,0,-0.47233895796614456,-0.756441858839581,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,0,-1.0331224013585834,1,1,0.34526516611558833,-0.7866422793970509,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0.3920903288424788,1,1,1.2974748472107767,0.903434141164588,0,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,0,1,0,0.6771328748826912,1,1,-1.4827115340671475,-0.5764305865613091,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,0,0,-0.9516816739185228,1,1,1.1479131171958254,-0.6005203303514896,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
0,0,1,0,0.10704778280226633,1,1,-0.08680205392760396,-0.028410975539638415,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0,0,1,1,0.6364125111626608,1,0,-1.4660935640654862,-0.539523863703276,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,1,1,0.5549717837226001,1,1,-1.4893587220678117,-0.596836276127167,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,1,0,-0.13727439951791576,0,0,-1.0307027500219619,-0.5605913594172159,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,1,1,-0.0965540357978854,1,0,0.574593152138513,0.12810617848172676,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,0,0,-1.2774445836787656,1,0,0.3303089931140931,-0.9729186498771648,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1,0,1,1,1.369379058123207,1,1,0.6394032351449919,1.515273925066288,0,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True
0,0,0,0,1.3286586944031769,1,1,1.5384354122348645,2.1297609335603163,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
1,0,0,0,1.6137012404433893,1,1,1.2010906212011416,2.285086836515134,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
0,0,0,0,-0.8295205827584317,1,1,0.47156173812821356,-0.5967259751024868,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,1.5729808767233588,1,1,0.06940686408801149,1.0892693075459805,0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
1,0,0,0,-1.1145631287986442,1,0,-1.4527991880641573,-0.9556455094122276,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,0.7992939660427822,1,0,-1.4544609850643233,-0.517375417947469,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,1,1,0,-0.30015585439803716,1,1,1.1213243651931677,0.10353111018295293,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0,-1.2774445836787656,1,0,-1.481049737066981,-0.9969642732574732,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,1,-1.2774445836787656,1,0,-1.505976692069473,-0.9972951763315141,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1,0,0,0,0.22920887396235737,1,0,1.0049985751815391,0.5849289022977141,0,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False
0,1,1,0,1.369379058123207,0,0,-0.6385186579827569,0.3297585118022764,0,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
1,0,1,0,1.4508197855632678,1,1,1.503537675231376,2.352502822799742,1,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,0,0,-1.1145631287986442,0,0,-1.3447823830533592,-0.9616679453597727,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,1,1.6137012404433893,1,1,1.3091074262119398,2.216258997114618,0,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
0,0,0,0,-0.015113308357824713,0,0,-1.150352134033923,-0.5965936138728704,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,0,0,0.43281069256250915,1,0,0.9833952141793793,0.7242170362640143,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
1,0,1,1,1.6137012404433893,1,0,-1.5076384890696393,-0.40440510846989175,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,1,0,0.9214550572028734,1,1,1.0631614701873533,1.3055475567391395,1,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,0.7992939660427822,1,0,-0.22639300194155818,0.33637657328309517,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
0,0,0,0,0.43281069256250915,1,1,0.893658176170409,0.7386885307020714,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
0,1,1,0,0.18848851024232702,1,1,0.39013368512007346,0.25956293969572475,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,1.2879383306831464,0,1,-0.33773340095268845,0.5045856359205736,0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False
1,0,1,1,-1.1960038562387048,1,0,0.8338334841644282,-0.8962814979292827,0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,0.14776814652229667,0,0,-1.1204397880309327,-0.5089263594569571,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,1,1,-0.9109613101984924,1,1,1.1794872601989819,-0.5361486523480584,1,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,0.35136996512244845,1,0,-1.4660935640654862,-0.6374049930045864,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,1,1,-0.21871512695797646,1,1,0.6792863631489789,-0.0565818572429905,0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
0,0,1,1,0.9621754209229036,1,1,1.1645310871974868,1.4275625502405027,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False
0,0,0,0,-1.0738427650786138,1,0,-1.46443176706532,-0.956130833920821,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,-1.1960038562387048,1,1,0.32033821111309646,-0.9045981951901783,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,-1.0331224013585834,1,0,-0.467353566965646,-0.8513007400646508,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,1,-1.1552834925186746,1,0,-1.4594463760648215,-0.9781248582420755,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,0.025607055362205634,1,1,0.8039211381614382,0.3299349934417649,0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
0,1,0,0,-0.21871512695797646,1,1,0.44164939212522314,-0.06368524323240266,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,1.6137012404433893,1,1,-1.3697093380558512,-0.24526279006113508,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,0,0,-1.2774445836787656,1,0,-1.4960059100684764,-0.9971628151018976,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,1,0,0,1.5729808767233588,0,1,-0.2762469119465419,0.7524761587871106,0,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
0,0,0,0,-0.7888002190384014,1,1,0.7042133181514708,-0.4695268334411489,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,1,-0.30015585439803716,0,1,-0.2047896409393986,-0.3429012571081488,1,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
1,0,0,0,1.4100994218432374,1,0,-0.47233895796614456,0.43249288618952053,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,0,0,0,-1.2774445836787656,0,1,-0.9742016520163136,-0.990235910751974,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0,-1.2367242199587352,1,0,-0.6784017859867437,-0.9700287630305404,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,0.43281069256250915,1,1,-1.2982520670487077,-0.4816378859510474,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0,0,-0.38159658183809786,1,1,0.3402797751150897,-0.22119510647589066,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,1,1.2879383306831464,1,0,-1.481049737066981,-0.442128058910559,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,1,1.002895784642934,1,1,-1.5009913010689746,-0.48942513829347756,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,1,1,0,-1.2774445836787656,1,1,0.18905624809997262,-0.9747937672967301,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,1,1,1.6137012404433893,1,1,0.7740087921584478,1.829146520896589,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,0,0,-0.9924020376385531,1,0,0.21232140610229844,-0.7571919058074071,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,0,1,0,1.1657772395230555,1,1,1.2060760122016398,1.6286633784376507,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False
1,0,0,0,1.2879383306831464,1,1,0.6493740171459885,1.3276739422900108,0,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
1,1,1,0,1.5729808767233588,1,0,-1.3564149620545218,-0.2310339578773746,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,1,1,1.3286586944031769,1,1,1.1396041321949948,1.8251977442130334,0,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
1,0,0,0,-1.1960038562387048,1,0,-1.5009913010689746,-0.9788087245950935,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,0,0,-1.2774445836787656,1,1,-0.6351950639824246,-0.9857356289450171,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,1,-0.0965540357978854,1,0,-0.00869759491979612,-0.1543747457245566,0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
1,0,1,1,-0.7073594915983407,1,1,0.1574821050968162,-0.5331705246816899,0,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True
0,0,1,1,-0.9924020376385531,1,1,0.12590796209365976,-0.7568830629383023,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
1,0,0,0,-1.0331224013585834,1,0,1.0049985751815391,-0.7166673093398599,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0,1,1,1.5322605130033284,1,1,1.4420511862252297,2.493114569062205,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False
1,0,1,1,1.2064976032430856,1,0,0.7091987091519689,1.295113079804382,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0,0,1,1,-1.0738427650786138,1,0,-1.4976677070686424,-0.95579993084678,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,1,-0.748079855318371,1,1,0.5363718211346925,-0.49725651104577984,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0,-0.4223169455581282,1,1,0.6443886261454905,-0.2020247883864521,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0,1,1,-0.4223169455581282,1,0,-1.4827115340671475,-0.8206149949985875,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
